universe_id,corr_group,avg_corr_val,A_cvar,C_stable_cvar,delta_A,win_vs_A,kappa_max,weight_cap,rho
192,low,0.2725064294251852,0.0282822322193251,0.027006028087995872,0.0012762041313292283,True,0.75,0.15,0.7
215,low,0.2833736103902859,0.02644210496146015,0.027422482123728106,-0.000980377162267957,False,1.25,0.15,0.7
68,low,0.2840844666567549,0.028497764964724732,0.028310571550230007,0.00018719341449472543,True,0.75,,
251,mid,0.3339391250910632,0.027180005512576287,0.027943546269356693,-0.0007635407567804058,False,1.25,0.1,0.7
244,mid,0.333969314097956,0.027058706979867498,0.026399329859990824,0.0006593771198766737,True,0.75,0.1,0.7
44,mid,0.3340996774221855,0.02866617322594335,0.027405904643337486,0.0012602685826058647,True,0.75,0.15,
239,high,0.3910495935197156,0.028324367406147563,0.027148393416569133,0.00117597398957843,True,0.75,0.1,
255,high,0.3914196749948427,0.02858605358268133,0.026846441889952288,0.0017396116927290428,True,1.25,0.15,0.7
267,high,0.393535493659981,0.028135818018158325,0.025982616036724346,0.0021532019814339796,True,1.0,0.15,0.7
